,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
psi[79],-0.1886,0.165,-0.4608,0.0766,0.0021,0.0016,6184.6543,5512.7434,1.0003
psi[80],-0.4162,0.1542,-0.6595,-0.1533,0.0019,0.0015,6515.9029,5252.696,0.9999
psi[81],-0.0767,0.1723,-0.3546,0.2099,0.0021,0.0018,6856.2589,5731.2046,1.0004
psi[82],0.0676,0.163,-0.2097,0.3276,0.0021,0.0018,6262.3677,5322.4063,1.0001
psi[83],-0.5789,0.1651,-0.8455,-0.3032,0.002,0.0015,6481.188,4896.9357,1.0007
psi[84],0.0605,0.1605,-0.2082,0.3212,0.0021,0.0017,5930.4641,5648.1843,1.0007
psi[85],-0.5801,0.1587,-0.8371,-0.3144,0.002,0.0014,6536.6372,5353.8192,1.001
psi[86],-0.3039,0.1558,-0.5525,-0.0432,0.002,0.0014,6219.8775,5533.8287,0.9999
psi[87],0.5403,0.1597,0.2763,0.7938,0.002,0.0015,6513.5792,5234.6217,1.0002
psi[88],0.0393,0.1549,-0.2233,0.284,0.0019,0.0017,6455.6979,5622.1348,1.0002
psi[89],-0.0956,0.1532,-0.356,0.1448,0.0019,0.0016,6266.6536,5111.1425,1.0002
